nprep	nom_prep	prct	cantidad	cod_ec
humita de dulce	azúcar	0.101156069	175	458
humita de dulce	leche entera	0.069364162	120	387
humita de dulce	manteca de cerdo	0.032947977	57	447
humita de dulce	mantequilla	0.032947977	57	448
humita de dulce	sal	0.00867052	15	875
humita de sal	choclo desgranado	0.559485531	870	106
humita de sal	queso fresco	0.144051447	224	412
humita de sal	huevo	0.136334405	212	213
humita de sal	leche entera	0.077170418	120	387
humita de sal	manteca de cerdo	0.036655949	57	447
humita de sal	mantequilla	0.036655949	57	448
humita de sal	sal	0.009646302	15	875
Librillo	agua	0.259011663	1000	878
Librillo	panza de res	0.176386943	681	298
Librillo	papa	0.176386943	681	133
Librillo	arroz	0.175609908	678	7
Librillo	leche entera	0.062162799	240	387
Librillo	mani molido	0.038851749	150	69
Librillo	cebolla paiteña	0.02486512	96	92
Librillo	pimiento verde	0.01864884	72	119
Librillo	lechuga	0.017871805	69	111
Librillo	aguacate	0.017568761	67.83	76
Librillo	cebolla blanca	0.017353781	67	91
Librillo	culantro	0.006734303	26	97
Librillo	aceite	0.00466221	18	440
Librillo	ajo	0.00155407	6	80
Librillo	comino 	0.001165552	4.5	871
Librillo	sal	0.000777035	3	875
Librillo	pimienta 	0.000388517	1.5	873
llapingachos con chorizo	papa	0.315962363	1135	133
llapingachos con chorizo	huevo	0.147541896	530	213
llapingachos con chorizo	chorizo	0.122487612	440	261
llapingachos con chorizo	tomate	0.116919993	420	110
llapingachos con chorizo	queso fresco	0.103836089	373	412
llapingachos con chorizo	aguacate	0.094649518	340	76
llapingachos con chorizo	lechuga	0.047324759	170	111
llapingachos con chorizo	aceite	0.036189522	130	440
llapingachos con chorizo	achiote	0.005567619	20	889
llapingachos con chorizo	sal	0.005567619	20	875
llapingachos con chorizo	mantequilla	0.003953009	14.2	448
locro de papa	agua	0.384216391	1000	878
locro de papa	papa chola	0.348868483	908	133
locro de papa	queso fresco	0.096630422	251.5	412
locro de papa	leche entera	0.092211934	240	387
locro de papa	aguacate	0.052253429	136	76
locro de papa	cebolla blanca	0.008068544	21	91
locro de papa	manteca	0.005455873	14.2	447
locro de papa	aceite	0.003842164	10	440
locro de papa	perejil	0.003842164	10	117
locro de papa	sal	0.002305298	6	875
locro de papa	achiote	0.001152649	3	889
locro de papa	ajo	0.001152649	3	80
maduro con queso	plátano maduro 	0.644268775	163	412
maduro con queso	queso fresco	0.355731225	90	193
Maito	tilapia	0.505561173	250	369
Maito	verde	0.161779575	80	197
Maito	yuca	0.161779575	80	135
Maito	tomate riñón	0.127401416	63	110
Maito	cebolla paiteña	0.040444894	20	92
Maito	sal	0.003033367	1.5	875
maracuyá inti	agua	0.8625	207	878
maracuyá inti	maracuyá	0.104166667	25	956
maracuyá inti	panela	0.033333333	8	465
Mazamorra	leche entera	0.909090909	240	387
Mazamorra	harina de maíz	0.064393939	17	23
Mazamorra	panela	0.022727273	6	464
Mazamorra	canela	0.003787879	1	882
menudo de cerdo	papa chola	0.362976407	1000	133
menudo de cerdo	corazón de cerdo	0.108892922	300	266
menudo de cerdo	hígado de cerdo	0.108892922	300	279
menudo de cerdo	pulmón de cerdo	0.108892922	300	332
menudo de cerdo	riñón de cerdo	0.108892922	300	337
menudo de cerdo	cebolla blanca	0.036297641	100	91
menudo de cerdo	cebolla perla	0.036297641	100	90
menudo de cerdo	aliño	0.021778584	60	870
menudo de cerdo	aceite de palma	0.01814882	50	440
menudo de cerdo	culantro	0.01814882	50	97
menudo de cerdo	leche	0.01814882	50	387
menudo de cerdo	mantequilla	0.01814882	50	448
menudo de cerdo	pasta de maní	0.01814882	50	69
menudo de cerdo	achiote	0.007259528	20	889
menudo de cerdo	sal	0.005444646	15	875
menudo de cerdo	comino	0.003629764	10	871
Morocho	leche entera	0.745934656	2000	387
Morocho	azúcar	0.169327167	454	458
Morocho	morocho 	0.084663583	227	36
Morocho	canela	7.45935E-05	0.2	882
Morocho con leche de dulce	leche entera	0.745934656	2000	387
Morocho con leche de dulce	azúcar	0.169327167	454	458
Morocho con leche de dulce	morocho 	0.084663583	227	36
Morocho con leche de dulce	canela	7.45935E-05	0.2	882
Morocho con leche sin dulce	leche entera	0.897988506	2000	387
Morocho con leche sin dulce	morocho 	0.101921695	227	36
Morocho con leche sin dulce	canela	8.97989E-05	0.2	882
mote casado	agua	0.638569604	1500	878
mote casado	leche entera	0.102171137	240	387
mote casado	fréjol seco	0.078331205	184	49
mote casado	cebolla blanca	0.068114091	160	91
mote casado	aguacate	0.043422733	102	76
mote casado	queso blanco	0.038314176	90	412
mote casado	mote	0.021285653	50	37
mote casado	sal	0.00553427	6.5	875
mote casado	ajo	0.002554278	6	80
mote casado	comino	0.00063857	1.5	871
mote casado	pimienta	0.00063857	1.5	873
mote casado	orégano	0.000425713	1	115
mote pillo	mote	0.682025028	1199	37
mote pillo	huevo	0.180887372	318	213
mote pillo	leche entera	0.068259386	120	387
mote pillo	cebolla blanca	0.045506257	80	91
mote pillo	sal	0.010238908	18	875
mote pillo	achiote	0.005688282	10	889
mote pillo	culantro	0.003412969	6	97
mote pillo	pimienta	0.002275313	4	873
mote pillo	ajo	0.001706485	3	80
mote sucio	mote	0.83624977	908	37
mote sucio	chicharrón de cerdo	0.110517591	120	260
mote sucio	cebolla blanca	0.036839197	40	91
mote sucio	manteca	0.006446859	7	447
mote sucio	sal	0.0046049	5	875
mote sucio	culantro	0.003499724	3.8	97
mote sucio	pimienta	0.00184196	2	871
pan de yuca	queso fresco	0.456769984	280	412
pan de yuca	almidón de yuca	0.370309951	227	1
pan de yuca	huevo	0.172920065	106	213
papas con cuero	agua	0.541033807	3000	878
papas con cuero	papa	0.327505798	1816	133
papas con cuero	cuero de cerdo	0.08187645	454	256
papas con cuero	aguacate	0.023163461	128.44	76
papas con cuero	pasta de mani	0.011542055	64	69
papas con cuero	cebolla blanca	0.008656541	48	91
papas con cuero	achiote	0.003606892	20	889
papas con cuero	sal	0.001983791	11	875
papas con cuero	culantro	0.000541034	3	97
papas con cuero	pimienta	9.01723E-05	0.5	873
papas con nabo y ensalada de pepas de sambo	papa	0.693765281	908	133
papas con nabo y ensalada de pepas de sambo	nabo 	0.183374083	240	113
papas con nabo y ensalada de pepas de sambo	cebolla perla	0.051191932	67	90
papas con nabo y ensalada de pepas de sambo	cebolla blanca	0.036674817	48	91
papas con nabo y ensalada de pepas de sambo	manteca	0.02292176	30	447
papas con nabo y ensalada de pepas de sambo	sal	0.009168704	12	875
papas con nabo y ensalada de pepas de sambo	culantro 	0.002903423	3.8	97
papas locas	agua	0.535911425	3000	878
papas locas	papa	0.324405049	1816	133
papas locas	cuero de cerdo	0.081101262	454	256
papas locas	aguacate	0.022944154	128.44	76
papas locas	pasta de mani	0.011432777	64	69
papas locas	huevo 	0.009467769	53	213
papas locas	cebolla blanca	0.008574583	48	91
papas locas	achiote	0.003572743	20	889
papas locas	sal	0.001965009	11	875
papas locas	culantro	0.000535911	3	97
papas locas	pimienta	8.93186E-05	0.5	873
pastel de chocolate	azúcar	0.26869682	150	458
pastel de chocolate	mantequilla	0.203313927	113.5	448
pastel de chocolate	huevo	0.189879086	106	213
pastel de chocolate	harina	0.184057322	102.75	28
pastel de chocolate	chocolate	0.150470219	84	695
pastel de chocolate	sal	0.003582624	2	875
pastel de maqueño 	plátano maqueño	0.637388263	820	194
pastel de maqueño 	huevo	0.123591139	159	213
pastel de maqueño 	queso fresco	0.087057909	112	412
pastel de maqueño 	panela molida	0.077730276	100	465
pastel de maqueño 	mantequilla	0.041974349	54	448
pastel de maqueño 	pasas	0.03109211	40	852
pastel de maqueño 	canela en polvo	0.001165954	1.5	882
pastel de zanahoria	harina de trigo	0.216637782	300	28
pastel de zanahoria	mantequilla	0.180531485	250	448
pastel de zanahoria	zanahoria	0.158867707	220	124
pastel de zanahoria	huevo	0.153090699	212	213
pastel de zanahoria	azúcar blanca	0.144425188	200	458
pastel de zanahoria	azúcar morena	0.144425188	200	460
pastel de zanahoria	canela en polvo	0.001877527	2.6	882
pastel de zanahoria	sal	0.000144425	0.2	875
pescado apanado con menestra y arroz	plátano verde	0.300034686	346	197
pescado apanado con menestra y arroz	arroz	0.196843566	227	7
pescado apanado con menestra y arroz	róbalo	0.169961845	196	340
pescado apanado con menestra y arroz	tomate riñón	0.10319112	119	110
pescado apanado con menestra y arroz	frejol	0.086715227	100	960
pescado apanado con menestra y arroz	huevo 	0.04595907	53	213
pescado apanado con menestra y arroz	cebolla paiteña	0.034686091	40	92
pescado apanado con menestra y arroz	cebolla blanca	0.020811655	24	91
pescado apanado con menestra y arroz	ajo	0.010405827	12	80
pescado apanado con menestra y arroz	limón	0.010405827	12	168
pescado apanado con menestra y arroz	aceite	0.008671523	10	440
pescado apanado con menestra y arroz	harina de trigo	0.008671523	10	28
pescado apanado con menestra y arroz	sal	0.003468609	4	875
pescado apanado con menestra y arroz	pimienta	0.00017343	0.2	873
Pescado frito	pescado dorado	0.912778905	90	269
Pescado frito	aceite	0.050709939	5	440
Pescado frito	ajo	0.030425963	3	80
Pescado frito	comino	0.002028398	0.2	871
Pescado frito	pimienta	0.002028398	0.2	873
Pescado frito	sal 	0.002028398	0.2	875
pincho	carne de res	0.340909091	60	272
pincho	papa chola	0.215909091	38	133
pincho	botones de carne de cerdo	0.142045455	25	350
pincho	salchicha	0.125	22	346
pincho	maduro	0.073863636	13	193
pincho	cebolla paiteña	0.039772727	7	92
pincho	pimiento verde	0.039772727	7	119
pincho	aceite	0.017045455	3	440
pincho	aliño mixto	0.002840909	0.5	870
pincho	sal	0.002840909	0.5	875
Pincho de chontacuro	chontacuros	0.943396226	25	375
Pincho de chontacuro	sal	0.056603774	1.5	875
plátano asado con queso	plátano verde	0.658119658	231	197
plátano asado con queso	queso fresco	0.341880342	120	412
plátano asado solo	plátano verde	1	231	197
plátano frito 	plátano verde	0.909448819	231	197
plátano frito 	aceite	0.090551181	23	440
plátano frito con queso	plátano verde	0.617647059	231	197
plátano frito con queso	queso fresco	0.320855615	120	412
plátano frito con queso	aceite	0.061497326	23	440
puchero	agua	0.400213447	1500	878
puchero	costilla de cerdo	0.24226254	908	246
puchero	papa	0.24226254	908	133
puchero	leche entera	0.064034152	240	387
puchero	col blanca	0.024546425	92	98
puchero	cebolla blanca	0.01280683	48	91
puchero	arroz	0.010672359	40	7
puchero	ajo	0.002401281	9	80
puchero	comino	0.000533618	2	871
puchero	orégano	0.000266809	1	115
quimbolito	huevo	0.260016353	477	213
quimbolito	harina de maíz blanco	0.185336604	340	23
quimbolito	queso fresco 	0.185336604	340	412
quimbolito	azúcar	0.144998637	133	458
quimbolito	mantequilla	0.123739439	227	448
quimbolito	manteca de cerdo	0.061052058	112	447
quimbolito	pasas	0.039520305	72.5	852
refresco de avena	agua	0.81532817	2000	878
refresco de avena	naranjilla	0.061149613	150	183
refresco de avena	piña	0.061149613	150	191
refresco de avena	azúcar	0.045658377	112	458
refresco de avena	avena	0.016306563	40	10
refresco de avena	canela	0.000407664	1	882
salchipapas 	papas	0.654664484	800	133
salchipapas 	salchicha	0.157119476	192	346
salchipapas 	aceite	0.073649755	90	440
salchipapas 	salsa de tomate	0.049099836	60	746
salchipapas 	mayonesa	0.045008183	55	740
salchipapas 	mostaza	0.016366612	20	741
salchipapas 	sal	0.004091653	5	875
sancocho de pescado 	agua	0.552753403	2000	878
sancocho de pescado 	yuca pelada	0.100601119	364	135
sancocho de pescado 	choclo amarillo con mazorca	0.07627997	276	105
sancocho de pescado 	plátano verde	0.070614247	255.5	197
sancocho de pescado 	pescado dorado	0.066330408	480	269
sancocho de pescado 	carne de res	0.062737511	454	237
sancocho de pescado 	pimiento verde	0.019899123	72	119
sancocho de pescado 	cebolla perla 	0.018517239	67	90
sancocho de pescado 	arveja	0.009949561	36	95
sancocho de pescado 	zanahoria	0.008844054	32	124
sancocho de pescado 	culantro	0.007185794	26	97
sancocho de pescado 	aceite	0.002763767	10	440
sancocho de pescado 	dientes de ajo	0.00165826	6	80
sancocho de pescado 	sal	0.00165826	6	875
sancocho de pescado 	pimienta	0.000207283	0.75	873
sánduche de pernil	lomo de cerdo	0.463871543	104	246
sánduche de pernil	pan enrollado	0.245316682	55	657
sánduche de pernil	tomate riñón	0.187332739	42	110
sánduche de pernil	cebolla paiteña	0.089206066	20	92
sánduche de pernil	achiote	0.004460303	1	889
sánduche de pernil	ajo 	0.004460303	1	80
sánduche de pernil	sal 	0.004460303	1	875
sánduche de pernil	comino	0.000892061	0.2	871
sango de camarón	arroz	0.314986124	681	7
sango de camarón	camarón	0.209990749	454	232
sango de camarón	leche	0.111008326	240	387
sango de camarón	tomate riñón	0.110083256	238	110
sango de camarón	plátano verde	0.106845513	231	197
sango de camarón	agua	0.055504163	120	878
sango de camarón	cebolla paiteña	0.04440333	96	92
sango de camarón	pimiento verde	0.033302498	72	119
sango de camarón	sal	0.006475486	14	875
sango de camarón	ajo	0.004162812	9	80
sango de camarón	comino	0.001387604	3	871
sango de camarón	pimienta	0.001387604	3	873
sango de camarón	perejil	0.000462535	1	117
seco de carne	carne de res	0.243196915	1135	238
seco de carne	arroz	0.194557532	908	7
seco de carne	papa	0.179987144	840	133
seco de carne	tomate riñón	0.127490894	595	110
seco de carne	arveja tierna	0.097278766	454	95
seco de carne	cebolla paiteña	0.081637026	381	92
seco de carne	pimiento rojo	0.060424255	282	118
seco de carne	perejil	0.01071352	50	117
seco de carne	ajo	0.003214056	15	80
seco de carne	manteca de cerdo	0.001499893	7	447
seco de chivo	chuleta de borrego	0.303459708	1135	228
seco de chivo	tomate riñón	0.182075825	681	110
seco de chivo	arroz	0.181273729	678	7
seco de chivo	cerveza	0.133682691	500	816
seco de chivo	papa 	0.128335383	480	133
seco de chivo	cebolla paiteña	0.032083846	120	92
seco de chivo	pimiento verde	0.019918721	74.5	119
seco de chivo	aceite	0.005347308	20	440
seco de chivo	culantro	0.005347308	20	97
seco de chivo	apio	0.004545211	17	83
seco de chivo	ajo	0.002406288	9	80
seco de chivo	orégano	0.000721887	2.7	115
seco de chivo	comino	0.000401048	1.5	871
seco de chivo	pimienta	0.000401048	1.5	873
seco de gallina criolla	gallina criolla	0.369105691	1816	273
seco de gallina criolla	arroz	0.184552846	908	7
seco de gallina criolla	tomate riñón	0.120934959	595	110
seco de gallina criolla	arveja tierna	0.092276423	454	95
seco de gallina criolla	plátano maduro	0.082723577	407	193
seco de gallina criolla	cebolla paiteña	0.077439024	381	92
seco de gallina criolla	pimiento rojo	0.057317073	282	118
seco de gallina criolla	perejil	0.010162602	50	117
seco de gallina criolla	ajo	0.00304878	15	80
seco de gallina criolla	manteca de cerdo	0.001422764	7	447
seco de gallina criolla	sal	0.00101626	5	875
seco de pollo	gallina criolla	0.368730964	1816	327
seco de pollo	arroz	0.184365482	908	7
seco de pollo	tomate riñón	0.120812183	595	110
seco de pollo	arveja tierna	0.092182741	454	95
seco de pollo	plátano maduro	0.082639594	407	193
seco de pollo	cebolla paiteña	0.077360406	381	92
seco de pollo	pimiento rojo	0.057258883	282	118
seco de pollo	perejil	0.010152284	50	117
seco de pollo	ajo	0.003045685	15	80
seco de pollo	sal	0.002030457	10	875
seco de pollo	manteca de cerdo	0.00142132	7	447
sopa de arroz con queso	agua	0.367253252	240	878
sopa de arroz con queso	leche entera	0.244835501	160	387
sopa de arroz con queso	arroz	0.172915073	113	7
sopa de arroz con queso	queso fresco	0.091813313	60	412
sopa de arroz con queso	zanahoria amarilla	0.061208875	40	124
sopa de arroz con queso	cebolla blanca	0.03213466	21	91
sopa de arroz con queso	culantro 	0.015302219	10	97
sopa de arroz con queso	aceite	0.007651109	5	440
sopa de arroz con queso	sal	0.004590666	3	875
sopa de arroz con queso	ajo	0.002295333	1.5	80
sopa de arroz de cebada	agua	0.482043866	2000	878
sopa de arroz de cebada	hueso de cerdo	0.192817546	800	267
sopa de arroz de cebada	papa	0.168715353	700	133
sopa de arroz de cebada	arroz de cebada	0.07230658	300	9
sopa de arroz de cebada	leche entera	0.060255483	250	387
sopa de arroz de cebada	col blanca	0.010845987	45	98
sopa de arroz de cebada	cebolla blanca	0.005061461	21	91
sopa de arroz de cebada	sal	0.003615329	15	875
sopa de arroz de cebada	aceite	0.002410219	10	440
sopa de arroz de cebada	ajo	0.001446132	6	80
sopa de arroz de cebada	pimienta	0.000482044	2	873
sopa de bolas de verde rellenas de carne	agua	0.472255018	2000	878
sopa de bolas de verde rellenas de carne	plátano verde	0.149232586	632	197
sopa de bolas de verde rellenas de carne	carne de res	0.118063754	500	237
sopa de bolas de verde rellenas de carne	hueso de res	0.118063754	500	239
sopa de bolas de verde rellenas de carne	arveja tierna	0.034238489	145	95
sopa de bolas de verde rellenas de carne	huevo	0.025029516	106	213
sopa de bolas de verde rellenas de carne	cebolla paiteña	0.022668241	96	92
sopa de bolas de verde rellenas de carne	zanahoria	0.019598583	83	124
sopa de bolas de verde rellenas de carne	cebolla blanca	0.01133412	48	91
sopa de bolas de verde rellenas de carne	aceite	0.007083825	30	440
sopa de bolas de verde rellenas de carne	achiote en pasta	0.007083825	30	889
sopa de bolas de verde rellenas de carne	col blanca	0.00566706	24	98
sopa de bolas de verde rellenas de carne	pasta de maní	0.00377804	16	69
sopa de bolas de verde rellenas de carne	ajo	0.00283353	12	80
sopa de bolas de verde rellenas de carne	sal	0.002125148	9	875
sopa de bolas de verde rellenas de carne	comino	0.000472255	2	871
sopa de bolas de verde rellenas de carne	pimienta	0.000472255	2	873
sopa de bolas de verde rellenas de queso	agua	0.489596083	2000	878
sopa de bolas de verde rellenas de queso	plátano verde	0.154712362	632	197
sopa de bolas de verde rellenas de queso	hueso de res	0.122399021	500	239
sopa de bolas de verde rellenas de queso	queso fresco	0.088127295	360	412
sopa de bolas de verde rellenas de queso	arveja tierna	0.035495716	145	95
sopa de bolas de verde rellenas de queso	huevo	0.025948592	106	213
sopa de bolas de verde rellenas de queso	cebolla paiteña	0.023500612	96	92
sopa de bolas de verde rellenas de queso	zanahoria	0.020318237	83	124
sopa de bolas de verde rellenas de queso	cebolla blanca	0.011750306	48	91
sopa de bolas de verde rellenas de queso	achiote en pasta	0.007343941	30	889
sopa de bolas de verde rellenas de queso	col blanca	0.005875153	24	98
sopa de bolas de verde rellenas de queso	aceite	0.004895961	20	440
sopa de bolas de verde rellenas de queso	pasta de maní	0.003916769	16	69
sopa de bolas de verde rellenas de queso	ajo	0.002937576	12	80
sopa de bolas de verde rellenas de queso	sal	0.002203182	9	875
sopa de bolas de verde rellenas de queso	comino	0.000489596	2	871
sopa de bolas de verde rellenas de queso	pimienta	0.000489596	2	873
sopa de fideo con papas y queso 	agua	0.435919791	1000	878
sopa de fideo con papas y queso 	leche 	0.2092415	480	387
sopa de fideo con papas y queso 	papa blanca	0.196163906	450	133
sopa de fideo con papas y queso 	queso	0.087183958	200	412
sopa de fideo con papas y queso 	fideo de sopa cortadito	0.043591979	100	679
sopa de fideo con papas y queso 	cebolla blanca	0.018308631	42	91
sopa de fideo con papas y queso 	aceite	0.004359198	10	440
sopa de fideo con papas y queso 	sal	0.003923278	9	875
sopa de fideo con papas y queso 	ajo	0.001307759	3	80
sopa de lenteja	agua	0.770712909	2000	878
sopa de lenteja	lenteja	0.073988439	192	57
sopa de lenteja	plátano verde	0.044315992	115	197
sopa de lenteja	tomate riñón	0.03044316	79	110
sopa de lenteja	pimiento verde	0.028709056	74.5	119
sopa de lenteja	col blanca	0.023121387	60	98
sopa de lenteja	cebolla paiteña	0.022157996	57.5	92
sopa de lenteja	ajo	0.003468208	9	80
sopa de lenteja	sal	0.002312139	6	875
sopa de lenteja	comino	0.000578035	1.5	871
sopa de lenteja	orégano	0.000192678	0.5	115
sopa de morocho	agua	0.512952039	2000	878
sopa de morocho	hueso de cerdo	0.205180816	800	267
sopa de morocho	papa	0.12823801	500	133
sopa de morocho	leche entera	0.064119005	250	387
sopa de morocho	morocho	0.064119005	250	36
sopa de morocho	col blanca	0.011541421	45	98
sopa de morocho	cebolla blanca	0.005385996	21	91
sopa de morocho	sal	0.00384714	15	875
sopa de morocho	aceite	0.00256476	10	440
sopa de morocho	ajo	0.001538856	6	80
sopa de morocho	pimienta	0.000512952	2	873
sopa de quinoa con hueso de chancho	agua	0.52279381	1500	878
sopa de quinoa con hueso de chancho	costilla de cerdo	0.156838143	450	267
sopa de quinoa con hueso de chancho	papa 	0.104558762	300	133
sopa de quinoa con hueso de chancho	leche entera	0.08364701	240	387
sopa de quinoa con hueso de chancho	quinoa	0.078976718	226.6	41
sopa de quinoa con hueso de chancho	cebolla blanca	0.037153213	106.6	91
sopa de quinoa con hueso de chancho	mani molido	0.005576467	16	69
sopa de quinoa con hueso de chancho	aceite	0.003485292	10	440
sopa de quinoa con hueso de chancho	achiote	0.003485292	10	889
sopa de quinoa con hueso de chancho	sal	0.003136763	9	875
sopa de quinoa con hueso de chancho	pimienta	0.000348529	1	873
sopa timbushca	agua	0.46989169	2000	878
sopa timbushca	papa	0.213330827	908	133
sopa timbushca	costilla de res	0.129220215	550	239
sopa timbushca	carne de res	0.070483753	300	237
sopa timbushca	tomate riñón	0.027958556	119	110
sopa timbushca	huevo	0.02490426	106	213
sopa timbushca	cebolla blanca	0.020675234	44	91
sopa timbushca	col blanca	0.016916101	72	98
sopa timbushca	mani tostado	0.013321429	56.7	67
sopa timbushca	aceite	0.004698917	20	440
sopa timbushca	sal	0.00281935	12	875
sopa timbushca	perejil	0.002349458	10	117
sopa timbushca	culantro	0.001785588	7.6	97
sopa timbushca	comino	0.000939783	4	871
sopa timbushca	ajo	0.000704838	3	80
tallarín de pollo	fideo tallarín	0.41258362	1141	680
tallarín de pollo	pollo entero	0.3124209	864	327
tallarín de pollo	tomate riñón	0.171397577	474	110
tallarín de pollo	aceite	0.023323088	64.5	440
tallarín de pollo	zanahoria amarilla	0.022419092	62	124
tallarín de pollo	salsa de tomate	0.018441511	51	746
tallarín de pollo	cebolla paiteña	0.015187127	42	92
tallarín de pollo	apio	0.009039957	25	83
tallarín de pollo	cebolla pblanca	0.007593564	21	91
tallarín de pollo	mantequilla	0.005423974	15	448
tallarín de pollo	orégano	0.001084795	3	115
tallarín de pollo	comino	0.000542397	1.5	871
tallarín de pollo	pimienta	0.000542397	1.5	873
tamal lojano de cerdo	maíz amarillo	0.331871345	681	33
tamal lojano de cerdo	carne de cerdo	0.221247563	454	248
tamal lojano de cerdo	huevo	0.15497076	318	213
tamal lojano de cerdo	mantequilla	0.081871345	84	448
tamal lojano de cerdo	manteca de cerdo	0.054580897	112	447
tamal lojano de cerdo	arveja	0.03411306	70	95
tamal lojano de cerdo	zanahoria	0.031189084	64	124
tamal lojano de cerdo	leche entera	0.029239766	60	387
tamal lojano de cerdo	pasas	0.027290448	56	852
tamal lojano de cerdo	sal	0.015107212	15.5	875
tamal lojano de cerdo	cebolla paiteña	0.009746589	20	92
tamal lojano de cerdo	ajo	0.005847953	12	80
tamal lojano de cerdo	comino	0.001461988	3	871
tamal lojano de cerdo	pimienta	0.001461988	3	873
tamal lojano de pollo	maíz amarillo	0.331871345	681	33
tamal lojano de pollo	pollo	0.221247563	454	327
tamal lojano de pollo	huevo	0.15497076	318	213
tamal lojano de pollo	mantequilla	0.081871345	84	448
tamal lojano de pollo	manteca de cerdo	0.054580897	112	447
tamal lojano de pollo	arveja	0.03411306	70	95
tamal lojano de pollo	zanahoria	0.031189084	64	124
tamal lojano de pollo	leche entera	0.029239766	60	387
tamal lojano de pollo	pasas	0.027290448	56	852
tamal lojano de pollo	sal	0.015107212	15.5	875
tamal lojano de pollo	cebolla paiteña	0.009746589	20	92
tamal lojano de pollo	ajo	0.005847953	12	80
tamal lojano de pollo	comino	0.001461988	3	871
tamal lojano de pollo	pimienta	0.001461988	3	873
tapao arrecho	agua	0.378787879	1200	878
tapao arrecho	plátano verde	0.199494949	632	197
tapao arrecho	chorizo	0.143308081	454	261
tapao arrecho	carne de cerdo	0.07165404	227	246
tapao arrecho	pollo	0.07165404	227	327
tapao arrecho	cebolla paiteña	0.056818182	180	92
tapao arrecho	tomate riñón	0.048295455	153	110
tapao arrecho	pimiento verde	0.029040404	92	119
tapao arrecho	sal	0.00094697	3	875
tapao de pescado	plátano verde	0.413484487	1386	197
tapao de pescado	agua	0.286396181	960	878
tapao de pescado	pescado banderón	0.161097852	540	223
tapao de pescado	tomate riñón	0.045644391	153	110
tapao de pescado	cebolla paiteña	0.028639618	96	92
tapao de pescado	pimiento verde	0.021479714	72	119
tapao de pescado	culantro	0.015513126	52	97
tapao de pescado	cebolla blanca	0.014319809	48	91
tapao de pescado	limón	0.007159905	24	168
tapao de pescado	ajo	0.005369928	18	80
tapao de pescado	sal	0.000894988	3	875
torta de fruta del pan	fruta de pan molida	0.368673891	660	157
torta de fruta del pan	azúcar	0.223438722	400	458
torta de fruta del pan	huevo	0.148028153	265	213
torta de fruta del pan	leche entera	0.134063233	240	387
torta de fruta del pan	queso fresco	0.117305329	210	412
torta de fruta del pan	esencia de vainilla	0.005585968	10	881
torta de fruta del pan	canela en polvo	0.002904703	5.2	882
torta de quinua	quinua	0.284043442	255	41
torta de quinua	azúcar	0.22277917	200	458
torta de quinua	harina de trigo	0.190754664	171.25	28
torta de quinua	huevo	0.17710944	159	213
torta de quinua	aceite	0.120300752	108	440
torta de quinua	panela	0.005012531	4.5	465
tortilla de papa	papa	0.726539496	1135	133
tortilla de papa	queso fresco	0.238765843	373	412
tortilla de papa	achiote	0.012802458	20	889
tortilla de papa	sal	0.012802458	20	875
tortilla de papa	mantequilla	0.009089745	14.2	448
tortillas de maíz	harina de maíz	0.30634278	227	23
tortillas de maíz	queso	0.30634278	227	412
tortillas de maíz	agua	0.24291498	180	878
tortillas de maíz	mantequilla	0.114709852	85	448
tortillas de maíz	yema de huevo	0.021592443	16	212
tortillas de maíz	sal	0.008097166	6	875
tostado y habas calpu	papa	0.54732041	480	133
tostado y habas calpu	maíz amarillo	0.28050171	246	33
tostado y habas calpu	habas	0.165336374	145	56
tostado y habas calpu	sal	0.006841505	6	875
tripa mishqui	res tripa	0.594059406	90	372
tripa mishqui	mote	0.165016502	25	37
tripa mishqui	cebolla paiteña	0.099009901	15	92
tripa mishqui	tomate riñón	0.099009901	15	110
tripa mishqui	achiote	0.01980198	3	889
tripa mishqui	ajo	0.00990099	1.5	80
tripa mishqui	comino	0.00660066	1	871
tripa mishqui	sal 	0.00660066	1	875
Viche de camarón	agua	0.486914181	2400	878
Viche de camarón	yuca	0.123960235	611	135
Viche de camarón	camarón	0.121728545	600	232
Viche de camarón	plátano verde	0.060864273	300	197
Viche de camarón	cebolla paiteña	0.054777845	270	92
Viche de camarón	leche entera	0.048691418	240	387
Viche de camarón	mani molido	0.040576182	200	67
Viche de camarón	choclo tierno	0.028606208	141	106
Viche de camarón	pimiento verde	0.014607425	72	119
Viche de camarón	culantro	0.005680665	28	97
Viche de camarón	aceite de palma	0.004869142	24	440
Viche de camarón	aliño	0.002637452	13	870
Viche de camarón	ajo	0.002434571	12	80
Viche de camarón	sal	0.002434571	12	875
Viche de camarón	comino	0.000912964	4.5	871
Viche de camarón	pimienta	0.000304321	1.5	873
Viche de mondongo	agua	0.515021459	2400	878
Viche de mondongo	yuca	0.13111588	611	135
Viche de mondongo	Menudo de res	0.08583691	400	298
Viche de mondongo	cebolla paiteña	0.057939914	270	92
Viche de mondongo	leche entera	0.051502146	240	387
Viche de mondongo	plátano verde	0.049570815	231	197
Viche de mondongo	mani molido	0.042918455	200	67
Viche de mondongo	choclo tierno	0.030257511	141	106
Viche de mondongo	pimiento verde	0.015450644	72	119
Viche de mondongo	culantro	0.006008584	28	97
Viche de mondongo	aceite de palma	0.005150215	24	440
Viche de mondongo	aliño	0.0027897	13	870
Viche de mondongo	ajo	0.002575107	12	80
